1     0.912703     0.00494014      0.0599999     86.3967
1     0.912703     0.00494014      0.0599999     86.3967
1     0.912703     0.00494014      0.0599999     86.3967
1     0.804848     0.00442626      0.0699999     117.137
1     0.804848     0.00442626      0.0699999     117.137
1     0.688774     0.000992575      0.11     54.3445
1     0.804848     0.00364449      0.0699999     118.262
1     0.827088     0.00477514      0.0599999     107.579
1     0.827088     0.00477514      0.0599999     107.579
1     0.904629     0.0127061      0.0799999     122.932
1     0.904629     0.0127061      0.0799999     122.932
1     0.904629     0.0127061      0.0799999     122.932
1     0.827088     0.00477514      0.0599999     107.579
1     0.885882     0.0518      0.21     220.857
1     0.931296     0.0396215      0.04     228.678
1     0.946954     0.0762943      -0.0100001     228.236
1     0.941808     0.0749809      0     204.551
1     0.941808     0.0749809      0     204.545
1     0.89244     0.0318065      0.12     106.59
1     0.89244     0.0318065      0.12     106.59
