1     0.93879     0.035922      0.04     60.9974
1     0.93879     0.035922      0.04     60.9974
1     0.93879     0.035922      0.04     60.9974
1     0.771522     0.00288028      0.16     40.5988
1     0.895194     0.0117928      0.11     87.2626
1     0.902526     0.0117053      0.11     80.7901
1     0.902526     0.0117053      0.11     80.7901
1     0.960382     0.027989      0.12     91.002
1     0.960382     0.027989      0.12     91.002
1     0.960382     0.027989      0.12     91.002
1     0.960382     0.027989      0.12     91.002
1     0.902526     0.0117053      0.11     80.7901
1     0.955093     0.0868283      0.18     138.33
1     0.971079     0.0589777      0.03     140.442
1     0.974513     0.116518      0.03     140.106
1     0.975057     0.10925      0.00999999     129.304
1     0.973394     0.108979      0.02     129.065
1     0.951796     0.0582591      0.11     82.483
1     0.951796     0.0582591      0.11     82.483
