1     1     1      -1     0
1     0.928609     0.101815      -0.14     28.4666
1     0.80756     0.0777735      0.02     18.6723
1     0.80756     0.0777735      0.02     18.6723
1     1     -nan      -1     0
1     1     1      -1     0
1     1     1      -1     0
1     1     1      -1     0
1     1     1      -1     0
1     1     1      -1     0
1     1     1      -1     0
1     0.962702     0.231013      0.09     19.4624
1     0.977425     0.506329      0.25     30.0002
1     0.977425     0.506329      0.25     30.0002
1     0.977425     0.506329      0.25     29.8335
