1     1     1      -1     0
1     0.940952     0.280992      -0.21     15.1371
1     0.888601     0.165842      0.03     11.5629
1     0.888601     0.165842      0.03     11.5629
1     0.888601     0.165842      0.03     11.5629
1     1     -nan      -1     0
1     0.926107     0.172414      0.37     11.3243
1     1     1      -1     0
1     0.989181     0.5      0.26     16.5627
1     0.989181     0.5      0.26     16.5627
1     0.989181     0.5      0.26     16.5627
1     0.989181     0.5      0.26     16.4344
1     0.989181     0.5      0.26     16.4344
1     1     1      -1     0
1     1     1      -1     0
